@relation 'aoipage spanish median cefr'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {Spanish,English}
@attribute Previous_AOI_Language_AOI1 {Spanish,English}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {Spanish,English}
@attribute Previous_AOI_Language_AOI2 {Spanish,English}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {Spanish,English}
@attribute Previous_AOI_Language_AOI3 {Spanish,English}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {Spanish,English}
@attribute Previous_AOI_Language_AOI4 {Spanish,English}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {Spanish,English}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {Yes,No}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {Spanish,English}
@attribute Previous_AOI_Language_AOI6 {Spanish,English}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'CEFR Median' {High,Low}

@data
0.211633,0.090236,0.44336,0.076923,31.578315,65.28468,31.578315,98.210444,103.625214,52.705078,-0.329946,0.261942,-0.329946,0.261942,2,0.096165,0.187697,0.066955,0.30176,0.066667,30.171972,43.330137,30.171972,98.509791,87.671992,49.212995,0.068352,0.153515,0.068352,0.153515,0,0,Spanish,English,Yes,0.220703,0.05662,0.26074,0,-27.689105,16.345078,-27.689105,140.634488,74.590098,51.817319,-0.320522,0.134929,-0.320522,0.134929,0,0,Spanish,Spanish,No,0.254466,0.116065,0.44336,0,32.540715,100.399109,32.540715,103.896078,103.015347,63.229877,-0.345298,0.182371,-0.345298,0.182371,0,0,Spanish,Spanish,No,0.20428,0.093584,0.40137,0,67.049868,29.709608,67.049868,67.168716,102.804031,48.664353,-0.472584,0.13893,-0.472584,0.13893,1,0.04184,Spanish,Spanish,No,0.218689,0.091118,0.36133,0.1875,19.201659,75.298343,19.201659,95.067095,124.856826,45.03976,-0.618363,0.173769,-0.618363,0.173769,1,0.15049,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,Low
0.238309,0.114831,0.54395,0.135135,40.405414,178.598351,40.405414,84.860711,84.739431,64.193359,-0.409768,0.260341,-0.409768,0.260341,0,0,0.192874,0.066012,0.28125,0.125,23.782547,209.028251,23.782547,93.30501,86.933424,72.717294,0.005135,0.116468,0.005135,0.116468,0,0,Spanish,English,Yes,0.287843,0.152458,0.53418,0,9.727334,210.940257,9.727334,78.943714,55.820995,58.248965,-0.191068,0.25434,-0.191068,0.25434,0,0,Spanish,Spanish,No,0.22803,0.0874,0.31543,0,80.253888,2.807221,80.253888,72.784251,52.895727,18.464229,-0.410533,0.19701,-0.410533,0.19701,0,0,Spanish,Spanish,No,0.288926,0.13359,0.54395,0,44.256538,184.619582,44.256538,87.896697,83.938509,61.200837,-0.576141,0.170933,-0.576141,0.170933,0,0,Spanish,Spanish,No,0.209203,0.074667,0.3418,0.222222,57.205183,40.95549,57.205183,51.526941,100.012429,57.932436,-0.519577,0.120721,-0.519577,0.120721,0,0,Spanish,Spanish,No,0.251673,0.128912,0.44824,0.285714,40.097201,187.298949,40.097201,101.071341,89.019245,67.44842,-0.708279,0.145675,-0.708279,0.145675,0,0,Spanish,Spanish,No,0,Low
0.233887,0.10026,0.62207,0.017857,32.919113,150.011747,32.919113,84.774419,92.597276,56.633222,-0.286774,0.248838,-0.286774,0.248838,1,0.14007,0.451173,0.180113,0.62207,0,76.867112,312.344656,76.867112,20.740417,20.109941,21.618433,-0.608156,0.060265,-0.608156,0.060265,0,0,?,Spanish,Yes,0.197674,0.056205,0.32813,0,7.377909,159.37289,7.377909,68.572238,101.582958,57.256794,-0.052275,0.169599,-0.052275,0.169599,0,0,Spanish,English,Yes,0.198162,0.048233,0.29297,0,21.202026,195.804486,21.202026,101.722314,84.938635,42.776202,-0.190177,0.11668,-0.190177,0.11668,0,0,English,Spanish,Yes,0.269975,0.081103,0.38867,0.090909,75.251236,38.626384,75.251236,74.764894,97.302492,55.405583,-0.231888,0.151978,-0.231888,0.151978,0,0,English,English,No,0.218459,0.094927,0.45508,0,39.42966,54.131567,39.42966,70.961764,101.955219,66.749306,-0.425098,0.118077,-0.425098,0.118077,1,0.14007,Spanish,English,Yes,0.229979,0.077288,0.35449,0,5.981193,55.113409,5.981193,91.866254,99.622362,49.545306,-0.565462,0.143733,-0.565462,0.143733,0,0,Spanish,Spanish,No,0,Low
0.208778,0.098684,0.48242,0,4.113228,166.551671,4.113228,60.547273,91.907596,63.642724,0,0,0,0,0,0,0.252928,0.03006,0.27539,0,1.066644,28.936502,1.066644,8.359991,126.466097,67.458932,0,0,0,0,0,0,Spanish,Spanish,No,0.123697,0.02131,0.1416,0,-9.858777,343.206025,-9.858777,80.628636,81.270463,65.047503,0,0,0,0,0,0,Spanish,Spanish,No,0.23975,0.01416,0.25391,0,68.124145,21.0187,68.124145,52.561803,24.276001,11.285928,0,0,0,0,0,0,English,Spanish,Yes,0.15039,0.00391,0.1543,0,15.516433,34.429467,15.516433,12.518868,150.721755,4.240509,0,0,0,0,0,0,English,English,No,0.20117,0.09765,0.4082,0,-7.034603,28.736377,-7.034603,74.946881,73.205574,47.77905,0,0,0,0,0,0,Spanish,English,Yes,0.29834,0.18408,0.48242,0,-10.806223,9.025728,-10.806223,5.539844,103.669799,65.250513,0,0,0,0,0,0,Spanish,Spanish,No,0,Low
0.293248,0.194534,0.98438,0.060606,25.925408,76.234571,25.925408,95.456569,101.905091,56.657335,0.23543,0.619169,0.23543,0.619169,5,0.07599,0.190397,0.067244,0.35938,0.037037,8.768699,54.179803,8.768699,114.268397,103.121172,44.575825,1.035424,0.380387,1.035424,0.380387,2,0.082205,Spanish,English,Yes,0.184898,0.08719,0.28125,0,66.844581,37.767206,66.844581,59.891753,95.145793,50.48095,0.802864,0.078831,0.802864,0.078831,0,0,Spanish,Spanish,No,0.188479,0.093988,0.34375,0.125,13.812606,114.512964,13.812606,117.907196,84.004692,67.872368,0.747905,0.236979,0.747905,0.236979,0,0,Spanish,Spanish,No,0.41916,0.240816,0.9375,0.043478,24.36218,92.154965,24.36218,79.985179,108.291456,61.41089,0.118235,0.229403,0.118235,0.229403,1,0.03049,Spanish,Spanish,No,0.34028,0.146534,0.625,0.055556,37.849381,55.108425,37.849381,65.43114,111.075771,58.475671,-0.348801,0.167303,-0.348801,0.167303,2,0.092525,Spanish,Spanish,No,0.444448,0.252817,0.98438,0.111111,51.796928,29.22831,51.796928,76.298526,99.923905,45.865168,-0.590381,0.093473,-0.590381,0.093473,0,0,Spanish,Spanish,No,0,High
0.284219,0.172137,0.96875,0.113924,38.08139,82.515554,38.08139,97.628794,91.134927,61.810407,0.241532,0.583756,0.241532,0.583756,8,0.032593,0.384945,0.218066,0.96875,0,47.335571,53.751439,47.335571,75.671592,108.5012,57.826157,-0.572076,0.142138,-0.572076,0.142138,0,0,English,Spanish,Yes,0.225855,0.120729,0.4375,0.181818,17.526394,73.645805,17.526394,114.091458,101.640164,51.007096,1.213483,0.808084,1.213483,0.808084,2,0.025045,Spanish,English,Yes,0.229913,0.100818,0.42188,0.142857,116.500261,57.772265,116.500261,52.617173,141.966111,30.672448,0.883622,0.105951,0.883622,0.105951,1,0.03989,Spanish,Spanish,No,0.238098,0.126195,0.48438,0.095238,32.50445,96.227763,32.50445,102.56977,80.613884,67.078668,0.494814,0.180184,0.494814,0.180184,0,0,Spanish,Spanish,No,0.361331,0.23003,0.96875,0.125,9.281696,77.45496,9.281696,89.511934,79.247354,58.513641,0.148871,0.137408,0.148871,0.137408,3,0.037173,Spanish,Spanish,No,0.257213,0.081447,0.40625,0.153846,49.872754,94.707985,49.872754,93.61463,71.807091,61.081581,-0.287518,0.140376,-0.287518,0.140376,2,0.02962,Spanish,Spanish,No,0,High
0.274818,0.177576,0.84375,0.070588,32.02753,124.077382,32.02753,97.518558,93.469679,59.496403,0.263643,0.590348,0.263643,0.590348,2,0.033075,0.290628,0.200633,0.84375,0.16,31.379442,75.739525,31.379442,101.420856,78.876563,59.890932,-0.620542,0.122171,-0.620542,0.122171,1,0.03329,English,Spanish,Yes,0.218752,0.109974,0.46875,0.076923,25.266522,207.108786,25.266522,108.241091,105.053013,50.504647,1.236904,0.488367,1.236904,0.488367,0,0,Spanish,English,Yes,0.21094,0.110023,0.4375,0,27.536185,188.887264,27.536185,79.652477,134.569975,35.676155,1.10178,0.129755,1.10178,0.129755,0,0,Spanish,Spanish,No,0.197918,0.119225,0.54688,0,2.815908,87.973858,2.815908,79.93851,91.201883,61.255394,0.786174,0.09081,0.786174,0.09081,1,0.03286,Spanish,Spanish,No,0.231535,0.156508,0.53125,0,38.159325,105.862403,38.159325,94.516089,120.634173,43.133443,0.276084,0.200948,0.276084,0.200948,0,0,Spanish,Spanish,No,0.392363,0.181389,0.71875,0.055556,55.034921,59.152983,55.034921,95.728719,76.583395,64.294712,-0.199274,0.124043,-0.199274,0.124043,0,0,Spanish,Spanish,No,0,High
0.248414,0.168831,0.9375,0.059322,21.656226,105.821072,21.656226,101.25769,90.194953,56.964234,0.24177,0.611802,0.24177,0.611802,2,0.00871,0.411722,0.23703,0.9375,0.15,26.07705,72.928004,26.07705,88.378521,77.132459,52.511711,-0.563609,0.132405,-0.563609,0.132405,0,0,English,Spanish,Yes,0.136722,0.061226,0.26563,0,-6.241088,184.609657,-6.241088,119.237424,84.467425,53.988301,1.253974,0.585979,1.253974,0.585979,0,0,Spanish,English,Yes,0.179089,0.094802,0.4375,0.076923,4.441919,96.373165,4.441919,102.282949,100.183682,56.072897,1.111403,0.723702,1.111403,0.723702,2,0.00871,Spanish,Spanish,No,0.203871,0.080033,0.34375,0,35.240704,94.780245,35.240704,88.654929,91.579987,57.028462,0.670515,0.223162,0.670515,0.223162,0,0,Spanish,Spanish,No,0.282455,0.150304,0.67188,0,40.610944,77.471695,40.610944,102.161485,97.601667,64.985441,0.14741,0.105277,0.14741,0.105277,0,0,Spanish,Spanish,No,0.346156,0.167485,0.51563,0.076923,51.350373,110.718867,51.350373,101.148048,75.967784,52.529956,-0.144975,0.140504,-0.144975,0.140504,0,0,Spanish,Spanish,No,0,High
0.231167,0.120142,0.57813,0.09589,7.467882,56.290556,7.467882,94.710249,90.844102,62.019769,0.679546,0.770342,0.679546,0.770342,1,0.09357,0.268754,0.028643,0.29688,0.2,62.73759,40.59388,62.73759,74.771817,106.01946,78.399522,-0.422706,0.046125,-0.422706,0.046125,0,0,English,Spanish,Yes,0.228128,0.083181,0.35938,0.15,-11.746928,43.842239,-11.746928,74.794025,87.508753,54.471198,1.101868,0.899506,1.101868,0.899506,0,0,Spanish,English,Yes,0.177635,0.108752,0.57813,0.052632,-21.92465,38.302331,-21.92465,92.982015,98.767439,53.55357,1.054096,0.723925,1.054096,0.723925,0,0,Spanish,Spanish,No,0.281252,0.153093,0.54688,0,47.343593,96.846012,47.343593,104.126977,66.794486,59.702025,0.803401,0.174913,0.803401,0.174913,0,0,Spanish,Spanish,No,0.257105,0.118877,0.51563,0.181818,44.604595,52.904784,44.604595,103.697615,85.419101,73.976394,0.231032,0.150179,0.231032,0.150179,1,0.09357,Spanish,Spanish,No,0.248267,0.158394,0.5625,0,-3.752058,40.05083,-3.752058,85.084467,103.778359,61.775977,-0.382888,0.220044,-0.382888,0.220044,0,0,Spanish,Spanish,No,0,High
0.235223,0.144533,0.90625,0,35.173695,96.668197,35.173695,83.947647,81.178904,53.311357,0.560923,0.645525,0.560923,0.645525,4,0.029007,0.242193,0.034054,0.29688,0,39.34119,49.144147,39.34119,64.033268,84.330537,56.248226,-0.597256,0,-0.597256,0,1,0.04171,English,Spanish,Yes,0.186301,0.062939,0.35938,0,24.539558,39.22391,24.539558,69.029703,81.857463,47.583441,0.885221,0.05755,0.885221,0.05755,0,0,Spanish,English,Yes,0.09375,0,0.09375,0,-74.035709,0,-74.035709,0,143.738112,0,0.975354,0,0.975354,0,0,0,Spanish,Spanish,No,0.25938,0.082443,0.42188,0,-46.370292,79.228266,-46.370292,78.150871,37.789209,29.536749,0.869439,0.110275,0.869439,0.110275,1,0.0338,Spanish,Spanish,No,0.205361,0.086163,0.32813,0,104.784431,53.860869,104.784431,68.998175,84.7488,61.882744,0.315331,0.178898,0.315331,0.178898,0,0,Spanish,Spanish,No,0.354911,0.259141,0.90625,0,56.777692,22.696322,56.777692,70.342245,96.603504,48.949152,-0.506021,0.02226,-0.506021,0.02226,2,0.02026,Spanish,Spanish,No,0,High
0.292731,0.174975,1.39209,0.148148,-1.86453,93.12023,-1.86453,92.395237,94.663302,61.444824,0.096075,0.536167,0.096075,0.536167,1,0.07608,0.268606,0.147975,0.78076,0.153846,-17.274829,105.333288,-17.274829,92.370244,98.608932,61.681891,0.564152,0.668752,0.564152,0.668752,0,0,Spanish,English,Yes,0.212123,0.0523,0.30127,0,-25.701804,64.985876,-25.701804,84.746337,66.986608,60.731738,0.436571,0.889322,0.436571,0.889322,0,0,Spanish,Spanish,No,0.226953,0.079806,0.4292,0.2,-11.079717,92.784494,-11.079717,83.444699,91.898723,60.508476,0.141273,0.355892,0.141273,0.355892,0,0,Spanish,Spanish,No,0.299907,0.120948,0.56934,0.125,2.254562,88.662972,2.254562,89.302056,92.565781,62.488653,-0.057411,0.140017,-0.057411,0.140017,0,0,Spanish,Spanish,No,0.316612,0.162133,0.81738,0.052632,8.051777,66.479243,8.051777,111.544477,100.558991,56.476495,-0.324246,0.243888,-0.324246,0.243888,0,0,Spanish,Spanish,No,0.471009,0.306176,1.39209,0.25,45.451102,102.305262,45.451102,70.212212,98.483117,63.311507,-0.582269,0.137306,-0.582269,0.137306,1,0.07608,Spanish,Spanish,No,0,High
0.293122,0.170814,1.01855,0.095238,13.99644,236.260223,13.99644,97.031111,97.851184,60.749948,0.149428,0.445329,0.149428,0.445329,1,0.06267,0.284546,0.178054,1.01855,0.125,17.074431,143.531091,17.074431,89.24399,94.872946,62.306746,0.500908,0.388814,0.500908,0.388814,1,0.06267,Spanish,English,Yes,0.311328,0.190191,1.01172,0.1,22.543127,126.337786,22.543127,106.122352,79.840816,56.974647,0.449385,0.267413,0.449385,0.267413,0,0,Spanish,Spanish,No,0.258503,0.136793,0.64355,0,-1.888169,606.286524,-1.888169,93.786004,105.589326,57.192072,0.202629,0.196271,0.202629,0.196271,0,0,Spanish,Spanish,No,0.274064,0.139408,0.70996,0.107143,6.302469,90.201933,6.302469,100.72329,105.846576,57.978251,-0.090193,0.13172,-0.090193,0.13172,0,0,Spanish,Spanish,No,0.365368,0.185544,0.89063,0.136364,19.062419,68.771895,19.062419,99.009381,108.474738,67.741329,-0.362948,0.24792,-0.362948,0.24792,0,0,Spanish,Spanish,No,0.226076,0.106253,0.43555,0,13.446221,86.278063,13.446221,83.204833,104.88149,48.259118,-0.529294,0.119722,-0.529294,0.119722,0,0,Spanish,Spanish,No,0,High
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,English,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,High
0.236842,0.101535,0.60254,0.161017,1.504435,121.226646,1.504435,96.78774,100.424234,57.534189,0.003117,0.45727,0.003117,0.45727,3,0.112603,0.222006,0.089461,0.40137,0.055556,-42.234756,172.17208,-42.234756,87.806144,96.283051,41.893897,0.455423,0.576344,0.455423,0.576344,0,0,Spanish,English,Yes,0.203906,0.089868,0.38965,0.1,74.917019,89.67615,74.917019,60.453486,94.798687,54.168712,0.419081,0.118939,0.419081,0.118939,0,0,Spanish,Spanish,No,0.236838,0.098656,0.50879,0.217391,-16.445587,69.61925,-16.445587,91.719936,116.63829,58.016761,0.220111,0.15811,0.220111,0.15811,1,0.12223,Spanish,Spanish,No,0.209502,0.073076,0.32617,0.176471,6.347938,120.561836,6.347938,83.143503,110.71744,55.048361,-0.041739,0.417982,-0.041739,0.417982,0,0,Spanish,Spanish,No,0.256868,0.119301,0.60254,0.193548,-1.315727,113.288646,-1.315727,106.434721,85.938318,62.536714,-0.356224,0.237449,-0.356224,0.237449,2,0.10779,Spanish,Spanish,No,0.260024,0.098853,0.50879,0.157895,26.299992,123.598489,26.299992,91.717517,102.105935,58.249608,-0.306069,0.362244,-0.306069,0.362244,0,0,Spanish,Spanish,No,0,High
0.274249,0.203115,1.38281,0.042254,29.279904,134.737977,29.279904,85.763953,103.252961,64.959792,0.178558,0.465819,0.178558,0.465819,3,0.11863,0.227594,0.094337,0.42969,0.055556,23.479632,236.852733,23.479632,73.415984,112.509914,65.167694,0.715052,0.495023,0.715052,0.495023,1,0.09302,Spanish,English,Yes,0.181531,0.071317,0.33496,0.111111,2.863016,36.413375,2.863016,106.513029,103.615349,47.377409,0.442964,0.608508,0.442964,0.608508,1,0.10922,Spanish,Spanish,No,0.230305,0.127993,0.52246,0,27.608355,87.247551,27.608355,105.689544,88.306177,67.95478,0.279885,0.318417,0.279885,0.318417,0,0,Spanish,Spanish,No,0.220581,0.093775,0.42969,0.125,17.791503,58.343744,17.791503,75.937898,93.439201,61.943352,0.082958,0.169548,0.082958,0.169548,0,0,Spanish,Spanish,No,0.294678,0.213459,0.95703,0,34.975621,41.027022,34.975621,60.560789,122.725172,62.44635,-0.166083,0.151031,-0.166083,0.151031,1,0.15365,Spanish,Spanish,No,0.473063,0.324983,1.38281,0,61.427742,78.319083,61.427742,80.705165,91.11282,69.965064,-0.442391,0.148548,-0.442391,0.148548,0,0,Spanish,Spanish,No,0,High
0.319151,0.255642,2.23145,0.13587,6.268914,121.431936,6.268914,93.214204,102.941648,58.187121,-0.114025,0.428319,-0.114025,0.428319,4,0.14648,0.227448,0.086688,0.39551,0,31.44892,62.860028,31.44892,64.29193,103.782912,53.595623,0.208646,0.401506,0.208646,0.401506,0,0,Spanish,English,Yes,0.241485,0.094571,0.4082,0.12,-18.540763,96.220018,-18.540763,95.726006,101.839459,58.117951,0.511175,0.504167,0.511175,0.504167,0,0,Spanish,Spanish,No,0.235878,0.080815,0.42188,0.076923,5.241616,102.157028,5.241616,99.409398,101.022106,57.055581,0.227989,0.321867,0.227989,0.321867,1,0.11681,Spanish,Spanish,No,0.321289,0.169713,0.82422,0.078947,0.132458,79.339947,0.132458,104.537126,101.100664,59.783913,-0.168673,0.1938,-0.168673,0.1938,0,0,Spanish,Spanish,No,0.368383,0.188064,0.95117,0.22449,11.763523,168.301074,11.763523,80.035004,100.065252,59.172163,-0.492213,0.23137,-0.492213,0.23137,3,0.15637,Spanish,Spanish,No,0.460703,0.548402,2.23145,0.24,9.553755,136.936506,9.553755,102.932828,113.769529,57.474928,-0.600827,0.133399,-0.600827,0.133399,0,0,Spanish,Spanish,No,0,High
0.087171,0.050513,0.32007,0.147727,-3.627924,438.914391,-3.627924,103.321317,90.472438,56.593225,0.206061,0.475323,0.206061,0.475323,10,0.370584,0.093866,0.05605,0.24097,0.15,11.539914,635.297961,11.539914,90.628967,75.226866,56.840074,0.647337,0.565721,0.647337,0.565721,9,0.39681,Spanish,English,Yes,0.093294,0.060284,0.28589,0.105263,-9.938633,312.908316,-9.938633,114.433088,86.100429,56.815537,0.321951,0.811412,0.321951,0.811412,0,0,Spanish,Spanish,No,0.106364,0.074456,0.32007,0.121212,25.183093,366.350849,25.183093,97.94667,89.121319,57.11224,0.204591,0.257045,0.204591,0.257045,0,0,Spanish,Spanish,No,0.075781,0.036948,0.20117,0.177778,-38.399179,559.32929,-38.399179,93.28671,99.313353,55.566136,0.269875,0.276936,0.269875,0.276936,1,0.13455,Spanish,Spanish,No,0.07703,0.032102,0.15674,0.1,10.859156,361.892414,10.859156,108.349277,99.348172,50.085178,0.081635,0.281972,0.081635,0.281972,0,0,Spanish,Spanish,No,0.085201,0.038812,0.20117,0.206897,-11.857539,302.865049,-11.857539,100.859667,90.108959,59.318855,-0.079542,0.227292,-0.079542,0.227292,0,0,Spanish,Spanish,No,0,High
0.090415,0.044641,0.29321,0.156863,8.925749,157.638241,8.925749,96.431558,82.473919,53.456386,0.018319,0.354242,0.018319,0.354242,12,0.340176,0.106316,0.0567,0.29321,0.184211,0.453899,94.064587,0.453899,99.876011,77.018951,51.657385,0.284555,0.323847,0.284555,0.323847,1,0.48678,Spanish,English,Yes,0.086043,0.038938,0.17114,0.068182,-6.036006,104.36512,-6.036006,87.143821,91.957426,56.002547,0.105182,0.398659,0.105182,0.398659,6,0.273513,Spanish,Spanish,No,0.08921,0.042757,0.18555,0.045455,35.179647,318.30277,35.179647,100.860295,83.094971,48.095434,0.096597,0.487725,0.096597,0.487725,0,0,Spanish,Spanish,No,0.079012,0.034593,0.20459,0.219512,-11.646102,86.870396,-11.646102,93.118646,84.430687,55.009492,-0.127111,0.291138,-0.127111,0.291138,4,0.420583,Spanish,Spanish,No,0.090103,0.03797,0.18213,0.230769,29.632802,166.483302,29.632802,95.932925,75.941054,48.89585,-0.158158,0.191263,-0.158158,0.191263,0,0,Spanish,Spanish,No,0.104457,0.071919,0.27441,0,33.1173,60.936395,33.1173,88.192294,87.592888,72.321555,-0.173144,0.114455,-0.173144,0.114455,1,0.27192,Spanish,Spanish,No,0,High
